2017-10-08,13:32,489,on/off,on/off,0,21.3,65.9,on,45,20,40,18,,,,
2017-10-08,13:33,490,on/off,on/off,0,21.2,66.0,on,45,20,40,18,2.07,2.055,2.095,0.0
2017-10-08,13:33,492,on/off,on/off,0,21.2,66.0,on,45,20,40,18,2.065,2.06,2.115,0.0
2017-10-08,13:33,491,on/off,on/off,2,21.2,66.1,on,45,20,40,18,2.1,2.07,2.08,0.0
2017-10-08,13:33,493,on/off,on/off,0,21.2,66.1,on,45,20,40,18,2.065,2.1,2.085,0.0
2017-10-08,13:33,493,on/off,on/off,1,21.2,66.1,on,45,19,39,18,2.09,2.065,2.09,0.0
2017-10-08,13:34,489,on/off,on/off,0,21.2,65.8,on,45,19,40,18,2.07,2.065,2.11,0.0
2017-10-08,13:34,492,on/off,on/off,1,21.2,65.8,on,45,20,40,18,2.06,2.075,2.11,0.0
2017-10-08,13:34,490,on/off,on/off,1,21.2,65.7,on,45,19,39,18,2.065,2.06,2.1,0.0
2017-10-08,13:34,496,on/off,on/off,2,21.2,65.7,on,45,20,39,18,2.095,2.075,2.075,0.0
2017-10-08,13:34,494,on/off,on/off,0,21.2,65.7,on,45,20,40,18,2.08,2.09,2.07,0.0
2017-10-08,13:34,494,on/off,on/off,0,21.2,65.5,on,45,20,39,18,2.055,2.085,2.1,0.0
2017-10-08,13:34,494,on/off,on/off,0,21.2,65.6,on,45,20,40,18,2.055,2.055,2.1,0.0
2017-10-08,13:35,489,on/off,on/off,0,21.2,65.6,on,45,20,40,18,2.04,2.06,2.1,0.0
2017-10-08,13:35,494,on/off,on/off,0,21.2,65.5,on,45,20,40,18,2.075,2.07,2.075,0.0
2017-10-08,13:35,492,on/off,on/off,1,21.2,65.6,on,45,20,39,18,2.06,2.05,2.125,0.0
2017-10-08,13:35,494,on/off,on/off,0,21.2,65.5,on,45,20,40,18,2.085,2.09,2.07,0.0
2017-10-08,13:35,494,on/off,on/off,1,21.2,65.6,on,45,19,40,18,2.085,2.115,2.105,0.0
2017-10-08,13:35,493,on/off,on/off,1,21.2,65.6,on,45,20,40,18,2.085,2.065,2.065,0.0
2017-10-08,13:36,495,on/off,on/off,1,21.2,65.5,on,45,20,39,18,2.07,2.065,2.07,0.0
2017-10-08,13:36,491,on/off,on/off,0,21.2,65.5,on,45,20,40,18,2.095,2.08,2.075,0.0
2017-10-08,13:36,496,on/off,on/off,1,21.2,65.4,on,45,20,39,18,2.06,2.07,2.105,0.0
2017-10-08,13:36,495,on/off,on/off,0,21.2,65.5,on,45,20,39,18,2.09,2.095,2.09,0.0
2017-10-08,13:36,495,on/off,on/off,0,21.2,65.4,on,45,20,39,18,2.07,2.095,2.085,0.0
2017-10-08,13:39,495,on/off,on/off,0,21.2,65.4,on,45,20,39,18,2.08,2.075,2.12,0.0
2017-10-08,13:46,515,on/off,on/off,0,21.3,65.3,on,45,19,39,18,3.84,3.83,3.825,0.0
2017-10-08,13:48,511,on/off,on/off,0,20.8,69.4,on,45,19,39,18,3.895,3.745,3.765,0.0
2017-10-08,13:48,508,on/off,on/off,0,20.8,71.1,on,45,19,39,18,3.8,3.785,3.77,0.0
2017-10-08,13:48,510,on/off,on/off,0,20.8,71.0,on,45,20,39,18,3.745,3.785,3.965,0.0
2017-10-08,13:48,508,on/off,on/off,0,20.8,70.9,on,45,20,39,18,3.905,3.89,3.935,0.0
2017-10-08,13:48,508,on/off,on/off,0,20.8,71.5,on,45,20,39,18,3.945,3.945,3.93,0.0
2017-10-08,13:48,509,on/off,on/off,0,20.8,71.6,on,45,20,39,18,3.79,3.875,3.88,0.0
2017-10-08,13:49,506,on/off,on/off,0,20.8,72.4,on,45,20,39,18,3.755,3.8,3.8,0.0
