2017-12-14,00:00,330,,,1,16.0,71.1,on,46,15,35,13,,,,
2017-12-14,00:00,330,,,1,15.9,71.0,on,46,15,35,13,,,,
2017-12-14,00:00,330,,,0,16.0,71.0,on,46,15,35,13,,,,
2017-12-14,00:00,330,,,0,16.0,71.1,on,46,15,35,13,,,,
2017-12-14,00:00,331,,,0,16.0,71.1,on,46,15,35,13,,,,
2017-12-14,00:00,332,,,1,16.0,71.1,on,46,15,35,13,,,,
2017-12-14,00:01,330,,,1,16.0,71.0,on,46,15,35,13,,,,
2017-12-14,00:01,332,,,1,16.0,71.0,on,46,15,35,13,,,,
2017-12-14,00:01,330,,,0,16.0,71.0,on,46,15,35,13,,,,
2017-12-14,00:01,331,,,1,15.9,71.0,on,46,15,35,13,,,,
2017-12-14,00:01,329,,,0,15.9,71.0,on,46,15,35,13,,,,
2017-12-14,00:02,331,,,0,16.0,71.0,on,46,15,35,13,,,,
2017-12-14,00:02,330,,,0,16.0,71.0,on,45,15,35,13,,,,
2017-12-14,00:02,331,,,1,16.0,71.0,on,46,15,35,13,,,,
2017-12-14,00:02,331,,,0,15.9,70.9,on,46,15,35,13,,,,
2017-12-14,00:02,329,,,0,16.0,70.9,on,46,15,35,13,,,,
2017-12-14,00:02,331,,,1,15.9,71.0,on,45,15,35,13,,,,
2017-12-14,00:03,330,,,0,16.0,70.8,on,46,15,35,13,,,,
2017-12-14,00:03,330,,,1,16.0,70.9,on,45,15,35,13,,,,
2017-12-14,00:03,329,,,0,16.0,71.0,on,45,16,35,13,,,,
2017-12-14,00:03,332,,,1,15.9,71.0,on,45,15,35,13,,,,
2017-12-14,00:03,330,,,0,15.9,70.8,on,45,15,35,13,,,,
2017-12-14,00:03,329,,,1,16.0,70.9,on,45,16,35,13,,,,
2017-12-14,00:04,329,,,0,16.0,71.0,on,45,16,35,13,,,,
2017-12-14,00:04,331,,,0,15.9,70.9,on,45,15,35,13,,,,
2017-12-14,00:04,332,,,1,15.9,70.8,on,46,15,35,13,,,,
2017-12-14,00:04,331,,,1,15.9,70.8,on,46,15,35,13,,,,
2017-12-14,00:04,331,,,1,16.0,70.9,on,46,15,35,13,,,,
2017-12-14,00:05,331,,,1,16.0,70.8,on,45,15,35,13,,,,
2017-12-14,00:05,331,,,0,16.0,71.0,on,45,15,35,13,,,,
2017-12-14,00:05,331,,,1,16.0,70.9,on,45,15,35,13,,,,
2017-12-14,00:05,331,,,0,16.0,70.8,on,45,15,35,13,,,,
2017-12-14,00:05,329,,,0,16.0,70.8,on,45,15,35,13,,,,
2017-12-14,00:05,332,,,1,16.0,70.8,on,45,15,35,13,,,,
2017-12-14,00:06,332,,,1,16.0,70.8,on,45,15,35,13,,,,
2017-12-14,00:06,331,,,1,16.0,70.8,on,46,15,35,13,,,,
2017-12-14,00:06,329,,,0,16.0,70.8,on,45,15,35,13,,,,
2017-12-14,00:06,332,,,1,16.0,70.7,on,45,15,35,13,,,,
2017-12-14,00:06,331,,,0,16.0,70.6,on,45,16,35,13,,,,
2017-12-14,00:07,329,,,0,16.0,70.6,on,45,15,35,13,,,,
2017-12-14,00:07,331,,,1,16.0,70.7,on,45,15,35,13,,,,
2017-12-14,00:07,330,,,1,16.0,70.7,on,45,16,35,13,,,,
2017-12-14,00:07,331,,,0,16.0,70.7,on,45,15,35,13,,,,
2017-12-14,00:07,330,,,0,16.0,70.6,on,45,15,35,13,,,,
2017-12-14,00:07,331,,,1,16.0,70.7,on,45,15,35,13,,,,
2017-12-14,00:08,329,,,1,16.0,70.7,on,45,16,35,13,,,,
2017-12-14,00:08,329,,,0,16.0,70.7,on,45,15,35,13,,,,
2017-12-14,00:08,330,,,0,16.0,70.7,on,45,16,35,13,,,,
2017-12-14,00:08,331,,,0,16.0,70.7,on,45,15,35,13,,,,
2017-12-14,00:08,460,,,369,16.0,70.8,on,46,15,35,13,,,,
2017-12-14,00:08,458,,,376,16.0,70.7,on,48,15,35,13,,,,
2017-12-14,00:09,463,,,381,16.0,70.8,on,50,15,35,13,,,,
2017-12-14,00:09,465,,,382,16.0,70.7,on,51,15,35,13,,,,
2017-12-14,00:09,463,,,380,16.0,70.7,on,52,15,35,13,,,,
2017-12-14,00:09,463,,,380,15.9,70.8,on,52,15,35,13,,,,
2017-12-14,00:09,464,,,380,15.9,70.8,on,53,15,35,13,,,,
2017-12-14,00:10,463,,,378,15.9,71.0,on,53,15,35,13,,,,
2017-12-14,00:10,464,,,379,15.9,71.2,on,53,15,35,13,,,,
2017-12-14,00:10,464,,,379,15.9,71.1,on,53,15,35,13,,,,
2017-12-14,00:10,464,,,378,15.9,70.9,on,53,15,35,13,,,,
2017-12-14,00:10,464,,,377,15.9,70.9,on,53,14,35,13,,,,
2017-12-14,00:10,463,,,377,15.9,70.9,on,53,15,35,13,,,,
2017-12-14,00:11,463,,,376,15.9,71.1,on,53,15,35,13,,,,
2017-12-14,00:11,332,,,3,15.9,71.2,on,53,15,35,13,,,,
2017-12-14,00:11,332,,,0,15.9,71.1,on,53,15,35,13,,,,
2017-12-14,00:11,330,,,0,15.9,71.1,on,52,15,35,13,,,,
2017-12-14,00:11,330,,,0,15.9,71.2,on,52,15,35,13,,,,
2017-12-14,00:12,329,,,0,15.9,71.2,on,52,15,35,13,,,,
2017-12-14,00:12,330,,,0,15.9,71.1,on,52,15,35,13,,,,
2017-12-14,00:12,331,,,0,15.9,71.1,on,52,15,35,13,,,,
2017-12-14,00:12,331,,,0,15.9,71.1,on,52,15,34,13,,,,
2017-12-14,00:12,329,,,0,15.9,71.1,on,52,15,35,13,,,,
2017-12-14,00:12,329,,,0,15.9,71.1,on,52,15,35,13,,,,
2017-12-14,00:13,330,,,0,15.9,71.1,on,52,15,34,13,,,,
2017-12-14,00:13,331,,,0,15.9,71.1,on,51,15,35,13,,,,
2017-12-14,00:13,331,,,0,15.9,71.0,on,51,15,34,13,,,,
2017-12-14,00:13,330,,,0,15.9,71.0,on,51,15,34,13,,,,
