2022-12-08,17:11,0.0,8.4,67.4,0.0
2022-12-08,17:12,0.0,7.7,67.4,0.0
2022-12-08,17:13,0.0,7.7,65.3,0.0
2022-12-08,17:14,0.0,7.7,65.3,0.0
2022-12-08,17:15,0.0,7.7,65.3,0.0
2022-12-08,17:16,0.0,7.7,65.3,0.0
2022-12-08,17:18,0.0,7.7,65.3,0.0
2022-12-08,17:19,0.0,7.7,65.3,0.0
2022-12-08,17:20,0.0,7.7,65.3,0.0
2022-12-08,17:21,0.0,7.7,65.3,0.0
2022-12-08,17:22,0.0,7.7,65.3,0.0
2022-12-08,17:23,0.0,7.7,65.3,0.0
2022-12-08,17:24,0.0,7.7,65.0,0.0
2022-12-08,17:25,1.0,7.6,65.0,0.0
2022-12-08,17:26,1.0,7.6,64.9,0.0
2022-12-08,18:41,0.0,7.5,64.9,0.0
2022-12-08,18:42,0.0,6.8,64.3,0.0
2022-12-08,18:43,0.0,6.8,64.2,0.0
2022-12-08,18:44,0.0,6.7,64.0,0.0
2022-12-08,18:45,0.0,6.7,64.0,0.0
2022-12-08,18:46,0.0,6.7,64.0,0.0
2022-12-08,18:47,0.0,6.7,64.0,0.0
2022-12-08,18:48,0.0,6.7,64.1,0.0
2022-12-08,18:49,0.0,6.7,64.1,0.0
2022-12-08,18:50,0.0,6.7,64.1,0.0
2022-12-08,18:51,0.0,6.7,64.1,0.0
2022-12-08,18:52,0.0,6.7,64.1,0.0
2022-12-08,18:53,0.0,6.6,64.1,0.0
2022-12-08,18:54,0.0,6.7,64.2,0.0
2022-12-08,18:56,0.0,6.6,64.1,0.0
2022-12-08,18:57,0.0,6.6,64.1,0.0
2022-12-08,18:58,0.0,6.6,64.1,0.0
2022-12-08,18:59,0.0,6.6,64.1,0.0
2022-12-08,19:00,0.0,6.6,64.0,0.0
2022-12-08,19:01,0.0,6.6,64.0,0.0
2022-12-08,19:02,0.0,6.5,63.9,0.0
2022-12-08,19:03,0.0,6.5,63.9,0.0
2022-12-08,19:04,0.0,6.5,64.0,0.0
2022-12-08,19:05,0.0,6.5,63.9,0.0
2022-12-08,19:06,0.0,6.5,63.9,0.0
2022-12-08,19:07,0.0,6.5,64.0,0.0
2022-12-08,19:08,0.0,6.5,64.1,0.0
2022-12-08,19:09,0.0,6.5,64.0,0.0
2022-12-08,19:10,0.0,6.5,64.1,0.0
2022-12-08,19:11,0.0,6.5,64.1,0.0
2022-12-08,19:13,0.0,6.5,64.1,0.0
2022-12-08,19:14,0.0,6.5,64.0,0.0
2022-12-08,19:15,0.0,6.5,64.0,0.0
2022-12-08,19:16,0.0,6.4,63.8,0.0
2022-12-08,19:17,0.0,6.4,63.8,0.0
2022-12-08,19:18,0.0,6.4,63.8,0.0
2022-12-08,19:19,0.0,6.4,63.8,0.0
2022-12-08,19:20,0.0,6.4,63.8,0.0
2022-12-08,19:21,0.0,6.4,63.8,0.0
2022-12-08,19:22,0.0,6.4,63.7,0.0
2022-12-08,19:23,0.0,6.4,63.8,0.0
2022-12-08,19:24,0.0,6.4,63.9,0.0
2022-12-08,19:25,0.0,6.4,63.9,0.0
2022-12-08,19:26,0.0,6.4,63.9,0.0
2022-12-08,19:27,0.0,6.3,63.8,0.0
2022-12-08,19:28,0.0,6.4,63.9,0.0
2022-12-08,19:29,0.0,6.3,63.8,0.0
