2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.1,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.1,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.1,on,48,20,40,18,,,,
2017-10-12,00:00,3,on/off,on/off,0,20.6,69.1,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,1,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,5,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.2,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:00,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,69.0,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,1,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,21,39,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.9,on,48,20,40,19,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.8,on,48,21,40,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.8,on,48,20,39,18,,,,
2017-10-12,00:01,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,1,20.6,68.8,on,48,20,40,18,,,,
2017-10-12,00:02,3,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,20,39,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:02,1,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,49,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.7,69.0,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.7,69.0,on,48,20,40,18,,,,
2017-10-12,00:02,3,on/off,on/off,0,20.7,69.0,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.7,69.0,on,48,20,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,21,40,18,,,,
2017-10-12,00:02,0,on/off,on/off,0,20.6,68.9,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.6,68.7,on,48,21,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.6,68.7,on,48,21,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.6,68.7,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.6,68.7,on,48,20,39,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,69.0,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,69.0,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,69.0,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,69.0,on,48,20,39,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,21,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,39,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,5,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,4,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,21,40,18,,,,
2017-10-12,00:03,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.9,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.9,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.9,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.9,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,21,39,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,5,on/off,on/off,0,20.7,68.8,on,48,21,39,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,39,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.6,68.6,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.6,68.6,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.6,68.6,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.6,68.6,on,48,20,40,18,,,,
2017-10-12,00:04,1,on/off,on/off,0,20.7,68.8,on,48,21,39,18,,,,
2017-10-12,00:04,1,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
2017-10-12,00:04,0,on/off,on/off,0,20.7,68.8,on,48,20,40,18,,,,
