2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,0.0
2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,3.86
2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,0.0
2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,3.78
2017-10-06,00:00,0.0
2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,0.0
2017-10-06,00:00,18.4
2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,3.81
2017-10-06,00:00,3.91
2017-10-06,00:00,0.0
2017-10-06,00:00,18.4
2017-10-06,00:00,3.78
2017-10-06,00:00,0.0
2017-10-06,00:00,0.0
2017-10-06,00:00,0.0
2017-10-06,00:00,0.0
2017-10-06,00:00,18.4
2017-10-06,00:00,0.0
2017-10-06,00:00,3.8
2017-10-06,00:00,18.4
2017-10-06,00:00,18.4
2017-10-06,00:01,3.8
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,3.78
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,3.8
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,18.4
2017-10-06,00:01,18.4
2017-10-06,00:01,1.0
2017-10-06,00:01,18.4
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:01,18.4
2017-10-06,00:01,18.4
2017-10-06,00:01,3.76
2017-10-06,00:01,18.4
2017-10-06,00:01,18.4
2017-10-06,00:01,0.0
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,3.73
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,0.0
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,3.75
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,0.0
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,0.0
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,3.69
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,0.0
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,3.88
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,0.0
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:02,3.89
2017-10-06,00:02,18.4
2017-10-06,00:02,18.4
2017-10-06,00:03,0.0
2017-10-06,00:03,18.4
2017-10-06,00:03,18.4
2017-10-06,00:03,3.68
2017-10-06,00:03,18.4
2017-10-06,00:03,18.4
2017-10-06,00:03,0.0
2017-10-06,00:03,3.64
2017-10-06,00:03,18.4
2017-10-06,00:03,3.68
2017-10-06,00:03,3.71
2017-10-06,00:03,18.4
2017-10-06,00:03,0.0
2017-10-06,00:03,0.0
2017-10-06,00:03,0.0
2017-10-06,00:03,3.63
2017-10-06,00:03,0.0
2017-10-06,00:03,0.0
2017-10-06,00:03,0.0
2017-10-06,00:03,18.4
2017-10-06,00:03,0.0
2017-10-06,00:03,3.65
2017-10-06,00:03,18.4
2017-10-06,00:03,0.0
2017-10-06,00:03,0.0
2017-10-06,00:03,18.4
2017-10-06,00:03,18.4
2017-10-06,00:03,18.4
2017-10-06,00:03,3.6
2017-10-06,00:03,18.4
2017-10-06,00:03,18.4
2017-10-06,00:03,0.0
2017-10-06,00:03,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,0.0
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,3.74
2017-10-06,00:04,18.4
2017-10-06,00:04,3.79
2017-10-06,00:04,3.72
2017-10-06,00:04,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,3.74
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,3.75
2017-10-06,00:04,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,3.74
2017-10-06,00:04,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,18.4
2017-10-06,00:04,18.4
2017-10-06,00:04,0.0
2017-10-06,00:04,0.0
2017-10-06,00:05,18.4
2017-10-06,00:05,414.0
2017-10-06,00:05,3.82
2017-10-06,00:05,18.4
2017-10-06,00:05,426.0
2017-10-06,00:05,18.4
2017-10-06,00:05,427.0
2017-10-06,00:05,428.0
2017-10-06,00:05,18.4
2017-10-06,00:05,3.85
2017-10-06,00:05,432.0
2017-10-06,00:05,18.4
2017-10-06,00:05,432.0
2017-10-06,00:05,3.79
2017-10-06,00:05,18.4
2017-10-06,00:05,3.8
2017-10-06,00:05,18.4
2017-10-06,00:05,18.4
2017-10-06,00:05,431.0
2017-10-06,00:05,18.5
2017-10-06,00:05,18.5
2017-10-06,00:05,3.76
2017-10-06,00:05,18.4
2017-10-06,00:05,18.5
2017-10-06,00:05,430.0
2017-10-06,00:05,18.5
2017-10-06,00:05,18.5
2017-10-06,00:05,3.68
2017-10-06,00:05,18.5
2017-10-06,00:05,18.5
2017-10-06,00:05,428.0
2017-10-06,00:05,18.5
2017-10-06,00:06,18.6
2017-10-06,00:06,3.71
2017-10-06,00:06,18.6
2017-10-06,00:06,428.0
2017-10-06,00:06,18.6
