2018-03-25,22:55,0,0,0,0,11,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.5,53.7,BathroomFanStatus,73.0,HackerspaceLightStatus,HackerspaceLightCommanded,22.9,45.1,0,LoftLightStatus,0,19.1,51.1,29,20.50,47.00,0,18,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.705,2.735,2.72,2.74
2018-03-25,22:56,0,0,0,0,10,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.3,52.9,BathroomFanStatus,74.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.2,44.8,0,LoftLightStatus,0,18.8,51.2,30,20.40,47.20,0,18,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.715,2.725,2.735,2.74
2018-03-25,22:56,0,0,0,0,8,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.3,53.0,BathroomFanStatus,73.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.2,44.8,0,LoftLightStatus,0,18.8,51.3,33,20.40,47.20,0,17,19,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.775,2.745,2.765,2.76
2018-03-25,22:57,0,0,0,0,10,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.3,53.0,BathroomFanStatus,75.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.2,44.8,0,LoftLightStatus,0,18.7,51.3,28,20.40,47.10,0,19,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.755,2.72,2.71,2.735
2018-03-25,22:57,0,0,0,0,8,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.3,53.1,BathroomFanStatus,70.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.2,44.8,0,LoftLightStatus,0,18.7,51.3,28,20.40,47.20,0,18,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.735,2.715,2.685,2.73
2018-03-25,22:57,0,0,0,0,12,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.3,53.2,BathroomFanStatus,73.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.2,44.8,0,LoftLightStatus,0,18.7,51.4,15,20.40,47.20,0,18,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.75,2.885,2.775,2.725
2018-03-25,22:58,0,0,0,0,8,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.2,53.2,BathroomFanStatus,74.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.1,44.7,0,LoftLightStatus,0,18.7,51.4,30,20.40,47.20,0,18,19,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.76,2.745,2.735,2.76
2018-03-25,22:58,0,0,0,0,12,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.2,53.3,BathroomFanStatus,81.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.2,44.8,0,LoftLightStatus,0,18.7,51.5,28,20.40,47.30,0,18,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.75,2.735,2.73,2.735
2018-03-25,22:59,0,0,0,0,10,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.2,53.4,BathroomFanStatus,79.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.1,44.7,0,LoftLightStatus,0,18.7,51.5,33,20.40,47.20,0,17,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.72,2.73,2.72,2.745
2018-03-25,22:59,0,0,0,0,9,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,20.2,53.5,BathroomFanStatus,83.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.1,44.7,0,LoftLightStatus,0,18.7,51.5,33,20.40,47.30,0,19,18,18,19,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,17.305,17.13,17.09,16.995
