2018-02-05,00:00,0,0,0,0,305,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,303,BathroomLightStatus,BathroomLightCommanded,18.9,59.8,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,55.9,167,20.30,48.30,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,10.09,10.03,10.17,10.12
2018-02-05,00:00,0,0,0,0,53,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,305,BathroomLightStatus,BathroomLightCommanded,19.0,59.6,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,4,17.8,55.9,162,20.30,48.20,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,10.025,10.085,9.995,10.05
2018-02-05,00:01,0,0,0,0,59,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,303,BathroomLightStatus,BathroomLightCommanded,19.2,58.0,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,4,17.8,55.9,163,20.30,48.20,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,10.085,10.045,10.135,10.14
2018-02-05,00:01,0,0,0,0,56,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,301,BathroomLightStatus,BathroomLightCommanded,19.4,57.6,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.0,172,20.30,48.20,0,46,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,10.125,10.06,10.205,10.02
2018-02-05,00:02,0,0,0,0,60,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,301,BathroomLightStatus,BathroomLightCommanded,19.4,57.6,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,55.9,154,20.30,48.20,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,10.175,10.065,9.965,10.055
2018-02-05,00:02,0,0,0,0,53,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,300,BathroomLightStatus,BathroomLightCommanded,19.4,57.6,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.0,172,20.40,48.20,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,9.215,9.335,9.165,9.095
2018-02-05,00:03,0,0,0,0,55,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,19.4,57.7,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,55.9,24,20.40,48.10,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,9.18,9.175,9.19,9.295
2018-02-05,00:03,0,0,0,0,52,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,19.3,57.8,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.0,25,20.40,48.20,0,45,16,36,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,9.31,9.345,9.185,9.39
2018-02-05,00:04,0,0,0,0,56,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,19.2,57.9,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.0,24,20.50,48.20,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,9.25,9.355,9.255,9.225
2018-02-05,00:04,0,0,0,0,51,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,19.2,58.0,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.0,28,20.40,48.10,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,9.105,9.05,8.92,9.145
2018-02-05,00:05,0,0,0,0,5,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,19.2,58.2,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.1,11,20.50,48.20,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,8.715,8.64,8.725,8.78
2018-02-05,00:05,0,0,0,0,1,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,19.2,58.3,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,4,17.8,56.0,24,20.50,48.10,0,45,16,37,13,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,2.315,2.325,2.33,2.325
2018-02-05,00:06,0,0,0,0,264,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,295,BathroomLightStatus,BathroomLightCommanded,19.1,58.5,BathroomFanStatus,55.2,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,5,17.8,56.0,20,20.50,48.00,0,-,46,16,36,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,6.5,2.33,2.35,2.315
2018-02-05,00:06,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,301,BathroomLightStatus,BathroomLightCommanded,19.1,58.7,BathroomFanStatus,56.1,HackerspaceLightStatus,HackerspaceLightCommanded,19.6,66.5,0,LoftLightStatus,4,4.65,17.8,176,20.50,48.00,0,-,49,17,36,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,6.5,2.935,3.08,2.88
