2018-01-03,00:00,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.6,58.7,not set,not set,not set,not set,not set,not set,77.20,not set,7.05,7.04,0,131,0,4,46,15,high,normal,on,on,21.0,6.5,3.535,3.525
2018-01-03,00:00,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.7,58.3,not set,not set,not set,not set,not set,not set,77.10,not set,7.07,7.03,0,131,0,5,46,16,high,normal,on,on,21.0,6.5,3.525,3.515
2018-01-03,00:00,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.8,58.7,not set,not set,not set,not set,not set,not set,77.10,not set,6.99,7.13,0,126,0,0,46,16,high,normal,on,on,21.0,6.5,3.54,3.525
2018-01-03,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.8,58.3,not set,not set,not set,not set,not set,not set,77.20,not set,6.98,7.11,0,132,0,4,46,16,high,normal,on,on,21.0,6.5,3.55,3.48
2018-01-03,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.8,57.8,not set,not set,not set,not set,not set,not set,77.10,not set,6.97,126,0,7.03,0,0,50,15,high,normal,on,on,21.0,6.5,3.515,3.55
2018-01-03,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.9,57.8,not set,not set,not set,not set,not set,not set,77.10,not set,7.05,166,0,7.15,0,4,52,15,high,normal,on,on,21.0,6.5,3.52,3.52
2018-01-03,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.9,57.7,not set,not set,not set,not set,not set,not set,77.10,not set,6.80,206,0,6.81,0,5,53,15,high,normal,on,on,21.0,6.5,3.41,3.37
2018-01-03,00:02,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,20.0,57.6,not set,not set,not set,not set,not set,not set,77.00,not set,6.82,211,0,6.75,0,2,53,15,high,normal,on,on,21.0,6.5,3.345,3.375
2018-01-03,00:02,not set,not set,not set,not set,0,not set,,,not set,not set,16.60,not set,BathroomLightCommanded,19.9,58.1,not set,not set,not set,not set,not set,not set,76.90,not set,6.77,201,0,6.85,0,4,54,15,high,normal,on,on,21.0,6.5,3.555,3.4
2018-01-03,00:02,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.9,58.1,not set,not set,not set,not set,not set,not set,77.00,not set,6.76,0,6.75,152,0,2,55,15,high,normal,on,on,21.0,6.5,3.375,3.41
2018-01-03,00:03,not set,not set,not set,not set,0,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.9,58.2,not set,not set,not set,not set,not set,not set,77.10,not set,6.73,0,6.79,226,0,3,54,15,high,normal,on,on,21.0,6.5,3.385,3.435
2018-01-03,00:03,not set,not set,not set,not set,0,not set,,,not set,not set,16.60,not set,BathroomLightCommanded,19.8,58.5,not set,not set,not set,not set,not set,not set,77.00,not set,6.83,0,6.91,214,0,2,54,15,high,normal,on,on,21.0,6.5,3.41,3.415
2018-01-03,00:03,not set,not set,not set,not set,361,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.8,58.7,not set,not set,not set,not set,not set,not set,77.00,not set,6.76,0,6.84,205,0,301,54,15,high,normal,on,on,21.0,6.5,3.44,3.41
2018-01-03,00:03,not set,not set,not set,not set,366,not set,,,not set,not set,16.70,not set,BathroomLightCommanded,19.8,59.0,not set,not set,not set,not set,not set,not set,77.00,not set,6.74,0,6.77,160,0,308,53,15,high,normal,on,on,20.5,6.5,3.4,3.425
2018-01-03,00:04,not set,not set,not set,not set,365,not set,,,not set,not set,16.90,not set,BathroomLightCommanded,19.8,58.3,not set,not set,not set,not set,not set,not set,76.60,not set,6.86,0,6.92,205,0,306,53,15,high,normal,on,on,21.0,6.5,3.42,3.4
2018-01-03,00:04,not set,not set,not set,not set,363,not set,,,not set,not set,17.30,not set,BathroomLightCommanded,19.8,58.8,not set,not set,not set,not set,not set,not set,76.00,not set,6.80,0,6.72,203,0,306,53,15,high,normal,on,on,20.5,6.5,3.415,3.445
2018-01-03,00:04,not set,not set,not set,not set,364,not set,,,not set,not set,17.40,not set,BathroomLightCommanded,19.8,58.8,not set,not set,not set,not set,not set,not set,75.00,not set,6.85,0,6.88,205,0,305,54,15,high,normal,on,on,20.5,6.5,3.415,3.41
2018-01-03,00:05,not set,not set,not set,not set,363,not set,,,not set,not set,17.60,not set,BathroomLightCommanded,19.8,59.1,not set,not set,not set,not set,not set,not set,74.20,not set,6.85,0,6.81,198,0,232,54,14,high,normal,on,on,21.0,6.5,3.4,3.44
2018-01-03,00:05,not set,not set,not set,not set,362,not set,,,not set,not set,17.70,not set,BathroomLightCommanded,19.8,59.3,not set,not set,not set,not set,not set,not set,73.60,not set,6.78,0,6.89,197,0,231,54,14,high,normal,on,on,20.5,6.5,3.44,3.39
2018-01-03,00:05,not set,not set,not set,not set,361,not set,,,not set,not set,17.70,not set,BathroomLightCommanded,19.8,59.4,not set,not set,not set,not set,not set,not set,73.50,not set,7.31,0,7.04,201,0,229,54,14,high,normal,on,on,20.5,6.5,3.35,3.455
2018-01-03,00:05,not set,not set,not set,not set,360,not set,,,not set,not set,17.60,not set,BathroomLightCommanded,19.8,58.9,not set,not set,not set,not set,not set,not set,73.40,not set,6.78,6.83,0,201,0,233,54,14,high,normal,on,on,20.5,6.5,3.425,3.425
2018-01-03,00:06,not set,not set,not set,not set,360,not set,,,not set,not set,17.60,not set,BathroomLightCommanded,19.8,59.5,not set,not set,not set,not set,not set,not set,73.60,not set,6.84,6.91,0,219,0,229,54,14,high,normal,on,on,20.5,6.5,3.425,3.365
2018-01-03,00:06,not set,not set,not set,not set,358,not set,,,not set,not set,17.60,not set,BathroomLightCommanded,19.8,59.1,not set,not set,not set,not set,not set,not set,73.70,not set,6.76,6.85,0,212,0,229,54,14,high,normal,on,on,20.5,6.5,3.4,3.44
2018-01-03,00:06,not set,not set,not set,not set,359,not set,,,not set,not set,17.60,not set,BathroomLightCommanded,19.8,58.8,not set,not set,not set,not set,not set,not set,73.60,not set,36.12,36.26,0,195,0,230,54,14,high,normal,on,on,20.0,7.0,17.92,18.005
2018-01-03,00:07,not set,not set,not set,not set,357,not set,,,not set,not set,17.60,not set,BathroomLightCommanded,19.9,58.5,not set,not set,not set,not set,not set,not set,73.70,not set,35.70,35.74,0,201,0,4,55,12,high,normal,on,on,20.5,6.5,17.895,17.99
2018-01-03,00:07,not set,not set,not set,not set,0,not set,,,not set,not set,17.50,not set,BathroomLightCommanded,19.8,58.6,not set,not set,not set,not set,not set,not set,73.80,not set,35.85,35.85,0,195,0,3,56,12,high,normal,on,on,20.0,6.5,17.985,18.0
2018-01-03,00:07,not set,not set,not set,not set,0,not set,,,not set,not set,17.50,not set,BathroomLightCommanded,19.8,58.9,not set,not set,not set,not set,not set,not set,74.10,not set,35.99,196,0,35.78,0,4,55,11,high,normal,on,on,20.0,7.0,17.9,17.99
