2018-07-12,00:00,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.9,50.4,0,LoftLightStatus,4.81,4.68,4.64,0,25.70,44.80,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.51,1.52,1.53,1.525
2018-07-12,00:00,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.8,50.3,0,LoftLightStatus,4.81,4.68,4.64,2,25.70,44.80,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.525,1.51,1.51,1.51
2018-07-12,00:01,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.8,50.3,0,LoftLightStatus,4.81,4.68,4.64,2,25.80,44.90,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.515,1.505,1.505,1.515
2018-07-12,00:01,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.3,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.8,50.1,0,LoftLightStatus,4.81,4.68,4.64,1,25.80,44.80,0,24,24,24,26,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.495,1.495,1.505,1.505
2018-07-12,00:02,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.8,50.3,0,LoftLightStatus,4.81,4.68,4.64,6,25.70,44.70,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.505,1.5,1.5,1.51
2018-07-12,00:02,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.7,50.6,0,LoftLightStatus,4.81,4.68,4.64,0,25.70,44.70,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.505,1.505,1.495,1.5
2018-07-12,00:03,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.7,50.4,0,LoftLightStatus,4.81,4.68,4.64,2,25.70,44.70,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.52,1.495,1.505,1.505
2018-07-12,00:03,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.7,50.6,0,LoftLightStatus,4.81,4.68,4.64,8,25.70,44.70,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.5,1.495,1.495,1.495
2018-07-12,00:04,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.7,50.7,0,LoftLightStatus,4.81,4.68,4.64,1,25.70,44.70,0,24,24,25,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.51,1.505,1.5,1.5
2018-07-12,00:04,0,0,0,0,0,HallwayLightStatus,HallwayLightCommanded,HallwayBulkheadCommanded,HallwayTemperatureReading,HallwayHumidityReading,0,BathroomLightStatus,BathroomLightCommanded,24.4,1.0,BathroomFanStatus,0.0,HackerspaceLightStatus,HackerspaceLightCommanded,23.7,50.6,0,LoftLightStatus,4.81,4.68,4.64,0,25.70,44.60,0,24,24,24,25,HotWaterStatus,ColdWaterStatus,DayWaterElementStatus,NightWaterElementStatus,1.51,1.495,1.485,1.5
