2018-01-08,00:00,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.9,not set,not set,not set,not set,not set,not set,0,not set,12,18.30,47.80,0,42,14,38,12,high,normal,on,on,1.965,1.985,1.955,1.995
2018-01-08,00:00,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.7,not set,not set,not set,not set,not set,not set,0,not set,32,18.30,48.10,0,41,15,38,12,high,normal,on,on,2.125,2.125,2.095,2.12
2018-01-08,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.5,not set,not set,not set,not set,not set,not set,0,not set,3,18.30,48.00,0,42,15,38,12,high,normal,on,on,2.18,1.98,2.155,2.29
2018-01-08,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.7,not set,not set,not set,not set,not set,not set,0,not set,39,18.30,48.00,0,42,14,38,12,high,normal,on,on,2.0,1.965,1.965,1.95
2018-01-08,00:01,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.7,not set,not set,not set,not set,not set,not set,0,not set,32,18.30,48.00,0,41,15,38,12,high,normal,on,on,1.96,1.975,1.97,1.955
2018-01-08,00:02,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.9,not set,not set,not set,not set,not set,not set,0,not set,23,18.30,48.20,0,41,15,38,12,high,normal,on,on,2.01,2.005,1.955,1.965
2018-01-08,00:02,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.7,not set,not set,not set,not set,not set,not set,0,not set,12,18.30,48.20,0,42,15,38,12,high,normal,on,on,1.975,1.96,1.975,1.97
2018-01-08,00:03,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.8,not set,not set,not set,not set,not set,not set,0,not set,11,18.30,48.20,0,41,15,39,12,high,normal,on,on,1.985,1.98,1.97,1.98
2018-01-08,00:03,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.9,not set,not set,not set,not set,not set,not set,0,not set,59,18.30,48.20,0,42,15,38,12,high,normal,on,on,2.0,2.005,1.985,2.005
2018-01-08,00:04,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.8,not set,not set,not set,not set,not set,not set,0,not set,0,18.30,48.10,0,41,15,38,12,high,normal,on,on,2.015,1.995,2.01,2.045
2018-01-08,00:04,not set,not set,not set,not set,0,not set,,,not set,not set,0,not set,not set,15.5,76.8,not set,not set,not set,not set,not set,not set,0,not set,25,18.30,48.20,0,42,15,37,12,high,normal,on,on,2.045,1.98,2.0,1.99
