2017-12-13,00:47,306,,,0,15.9,73.8,on,43,15,33,12,,,,
2017-12-13,00:56,306,,,0,15.9,76.4,on,43,15,33,12
2017-12-13,00:56,307,,,0,15.9,76.4,on,43,15,33,12
2017-12-13,00:56,306,,,0,15.9,76.5,on,43,15,32,12
2017-12-13,00:56,306,,,0,15.9,76.5,on,43,15,33,12
2017-12-13,00:56,306,,,0,15.9,76.6,on,43,14,32,12
2017-12-13,00:57,305,,,0,15.9,76.9,on,43,15,33,12
2017-12-13,00:57,307,,,0,15.9,77.0,on,43,15,33,12
2017-12-13,00:57,306,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,00:57,306,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,00:57,307,,,0,15.9,77.1,on,43,14,33,12
2017-12-13,00:57,306,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,00:57,305,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,00:57,307,,,0,15.9,77.0,on,43,14,33,12
2017-12-13,00:58,305,,,0,15.9,77.0,on,43,15,32,12
2017-12-13,00:58,306,,,0,15.9,76.7,on,43,15,33,12
2017-12-13,00:58,307,,,0,15.9,76.8,on,43,14,33,12
2017-12-13,00:58,305,,,0,15.9,76.9,on,43,15,32,12
2017-12-13,00:58,308,,,0,15.9,77.0,on,43,15,33,12
2017-12-13,00:58,305,,,0,15.9,77.1,on,43,15,32,12
2017-12-13,00:58,305,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,00:58,307,,,0,15.9,77.3,on,43,15,33,12
2017-12-13,00:58,306,,,0,15.9,77.3,on,43,14,32,12
2017-12-13,00:59,305,,,0,15.9,77.3,on,43,15,33,12
2017-12-13,00:59,307,,,0,15.9,77.3,on,43,15,33,12
2017-12-13,00:59,307,,,0,15.9,77.3,on,43,15,32,12
2017-12-13,00:59,304,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,00:59,306,,,0,15.9,77.2,on,43,15,33,12
2017-12-13,00:59,306,,,0,15.9,76.9,on,43,15,32,12
2017-12-13,00:59,305,,,0,15.9,77.0,on,43,15,32,12
2017-12-13,00:59,307,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,01:00,305,,,0,15.9,77.1,on,43,15,33,12
2017-12-13,01:00,306,,,0,15.9,77.1,on,42,15,33,12
2017-12-13,01:00,306,,,0,15.9,77.1,on,43,15,32,12
2017-12-13,01:00,306,,,0,15.9,77.1,on,42,15,33,12
2017-12-13,01:00,305,,,0,15.9,77.1,on,43,15,32,12
2017-12-13,01:00,305,,,0,15.9,77.2,on,42,15,33,12
2017-12-13,01:00,305,,,0,15.9,77.3,on,43,15,32,12
2017-12-13,01:00,304,,,0,15.9,77.1,on,42,15,32,12
2017-12-13,01:00,305,,,0,15.9,77.2,on,43,15,32,12
2017-12-13,01:01,306,,,0,15.9,77.4,on,43,15,32,12
2017-12-13,01:01,307,,,0,15.9,77.3,on,43,15,32,12
2017-12-13,01:01,305,,,0,15.9,77.5,on,43,15,32,12
2017-12-13,01:01,306,,,0,15.9,77.6,on,43,15,32,12
2017-12-13,01:01,306,,,0,15.9,77.5,on,43,15,33,12
2017-12-13,01:01,305,,,0,15.9,77.5,on,43,15,32,12
2017-12-13,01:01,306,,,0,15.9,77.3,on,43,15,32,12
2017-12-13,01:01,307,,,0,15.9,77.1,on,43,15,32,12
2017-12-13,01:02,307,,,0,15.9,77.1,on,43,14,32,12
2017-12-13,01:02,307,,,0,15.9,77.4,on,43,14,32,12
2017-12-13,01:02,306,,,0,15.9,77.6,on,43,15,33,12
2017-12-13,01:02,305,,,0,15.9,77.6,on,43,15,32,12
2017-12-13,01:02,305,,,0,15.9,77.5,on,43,15,32,12
2017-12-13,01:02,306,,,0,15.9,77.6,on,43,14,32,12
2017-12-13,01:02,307,,,0,15.9,77.5,on,43,14,33,12
2017-12-13,01:02,305,,,0,15.9,77.5,on,43,15,33,12
2017-12-13,01:02,304,,,0,15.9,77.5,on,43,15,33,12
2017-12-13,01:03,306,,,0,15.9,77.6,on,43,14,33,12
2017-12-13,01:03,305,,,0,15.9,77.7,on,43,15,33,12
2017-12-13,01:03,305,,,0,15.9,77.6,on,43,14,33,12
2017-12-13,01:03,306,,,0,15.9,77.7,on,43,15,33,12
2017-12-13,01:03,306,,,0,15.9,77.5,on,43,15,33,12
2017-12-13,01:03,305,,,0,15.9,77.3,on,43,15,33,12
2017-12-13,01:03,306,,,0,15.9,77.8,on,42,14,33,12
2017-12-13,01:03,306,,,0,15.9,77.8,on,42,14,33,12
2017-12-13,01:04,304,,,0,15.9,77.9,on,43,15,33,12
2017-12-13,01:04,307,,,0,15.9,77.8,on,42,14,33,12
2017-12-13,01:04,304,,,0,15.9,77.7,on,43,15,33,12
2017-12-13,01:04,307,,,0,15.9,77.9,on,43,14,33,12
2017-12-13,01:04,305,,,0,15.9,77.9,on,43,15,33,12
2017-12-13,01:04,306,,,0,15.9,77.9,on,43,14,33,12
2017-12-13,01:04,306,,,0,15.9,77.9,on,43,14,33,12
2017-12-13,01:04,304,,,0,15.9,77.9,on,43,15,33,12
2017-12-13,01:04,307,,,0,15.9,77.9,on,42,14,34,12
2017-12-13,01:05,306,,,0,15.9,77.9,on,43,14,34,12
2017-12-13,01:05,305,,,0,15.9,77.9,on,43,14,33,12
2017-12-13,01:05,307,,,0,15.9,77.8,on,43,14,34,12
2017-12-13,01:05,306,,,0,15.9,78.0,on,43,14,34,12
2017-12-13,01:05,305,,,0,15.9,77.9,on,43,15,34,12
2017-12-13,01:05,305,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:05,307,,,0,15.9,78.2,on,43,14,34,12
2017-12-13,01:05,307,,,0,15.9,78.0,on,43,14,34,12
2017-12-13,01:06,306,,,0,15.9,78.0,on,43,14,34,12
2017-12-13,01:06,304,,,0,15.9,78.1,on,42,14,34,12
2017-12-13,01:06,305,,,0,15.9,78.0,on,43,14,34,12
2017-12-13,01:06,306,,,0,15.9,78.0,on,43,14,34,12
2017-12-13,01:06,307,,,0,15.9,78.1,on,42,14,34,12
2017-12-13,01:06,305,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:06,306,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:06,306,,,0,15.9,78.1,on,42,14,34,12
2017-12-13,01:07,305,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:07,307,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:07,304,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:07,305,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:07,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:07,305,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:07,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:07,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:07,304,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,307,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,304,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,304,,,0,15.9,78.3,on,42,15,34,12
2017-12-13,01:08,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:08,306,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:09,304,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:09,307,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:09,306,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:09,305,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:09,306,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:09,307,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:09,306,,,0,15.9,78.5,on,42,14,34,12
2017-12-13,01:09,305,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:09,305,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:10,307,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:10,305,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:10,305,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:10,306,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:10,306,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:10,304,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:10,305,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:10,307,,,0,15.9,78.5,on,42,14,34,12
2017-12-13,01:11,305,,,0,15.9,78.6,on,42,14,34,12
2017-12-13,01:11,305,,,0,15.9,78.5,on,42,14,34,12
2017-12-13,01:11,306,,,0,15.9,78.5,on,42,14,34,12
2017-12-13,01:11,306,,,0,15.9,78.6,on,42,14,34,12
2017-12-13,01:11,305,,,0,15.9,78.4,on,42,15,34,12
2017-12-13,01:11,304,,,0,15.9,78.2,on,42,14,34,12
2017-12-13,01:11,305,,,0,15.9,78.3,on,42,14,34,12
2017-12-13,01:11,306,,,0,15.9,78.4,on,42,14,34,12
2017-12-13,01:11,307,,,0,15.9,78.6,on,42,14,34,12
2017-12-13,01:12,306,,,0,15.9,78.6,on,42,15,34,12
2017-12-13,01:12,306,,,0,15.9,78.6,on,42,14,34,12
2017-12-13,01:12,305,,,0,15.9,78.7,on,42,14,34,12
